metal,P_bar,cost,T_C,Tsep_C,V_m3,metal_cost,reactor,fresh_comp,recycle_comp,refrig,logTOF
Fe,765.0,17.53648305462933,450.0,30.0,0.275779018820487,0.0011374741246346373,0.035183829420166624,17.46003692078975,0.0401248302947757,0.0,-3.066933118314651
Fe,770.0,17.57108149948528,450.0,30.0,0.273025868536864,0.0011261185210711545,0.03512855793469083,17.49515821264915,0.039668610380366204,0.0,-3.0625756935391357
Fe,775.0,17.605462208047577,450.0,30.0,0.2703244759616151,0.0011149763965978424,0.03507406488064397,17.530052180638748,0.03922098613158499,0.0,-3.058257265963481
Fe,780.0,17.63962785831058,450.0,30.0,0.26767348754643056,0.0011040421683890555,0.03502033388042304,17.56472174856865,0.038781733693115585,0.0,-3.053977253634111
Fe,785.0,17.673581080277312,450.0,30.0,0.26507159466471897,0.001093310438902613,0.034967349012779377,17.599169784200708,0.03835063662492328,0.0,-3.049735087001853
Fe,790.0,17.7073244570639,450.0,30.0,0.26251753181289844,0.001082775988460872,0.0349150947970236,17.633399100671994,0.037927485606424824,0.0,-3.045530208575118
Fe,795.0,17.74086052597254,450.0,30.0,0.26001007489531663,0.0010724337681767319,0.034863556177872956,17.66741245787339,0.0375120781531002,0.0,-3.041362072584323
Fe,800.0,17.77419177952885,450.0,30.0,0.2575480395863659,0.0010622788931980403,0.03481271851086901,17.70121256378489,0.03710421833989021,0.0,-3.0372301446537144
Fe,805.0,17.80732066650742,450.0,30.0,0.2551302797744908,0.0010523066362897672,0.03476256754852022,17.734802075769387,0.036703716553222035,0.0,-3.033133901495029
Fe,810.0,17.840249592912365,450.0,30.0,0.25275568607079224,0.001042512421682616,0.03471308942686713,17.768183601826376,0.036310389237439754,0.0,-3.0290728306003674
Fe,815.0,17.872980922944464,450.0,30.0,0.2504231843905566,0.0010328918192224197,0.034664270652692515,17.801359701807037,0.03592405866550988,0.0,-3.0250464299540045
Fe,820.0,17.905516979930987,450.0,30.0,0.24813173459450477,0.0010234405387658564,0.03461609809115068,17.83433288859222,0.0355445527088539,0.0,-3.021054207746354
Fe,825.0,17.9378600472415,450.0,30.0,0.24588032919519415,0.001014154424844893,0.03456855895397427,17.867105629234594,0.03517170462808873,0.0,-3.017095682104636
Fe,830.0,17.97001236917316,450.0,30.0,0.2436679921188263,0.001005029451559756,0.03452164078809803,17.899680346066273,0.034805352867228634,0.0,-3.013170380828547
Fe,835.0,18.00197615181411,450.0,30.0,0.24149377752246595,0.0009960617177004493,0.03447533146473974,17.932059417773242,0.03444534085842679,0.0,-3.009277841135602
Fe,840.0,18.033753563883984,450.0,30.0,0.2393567686633301,0.0009872474420830417,0.03442961916890608,17.964245180437636,0.03409151683535717,0.0,-3.0054176094148524
Fe,845.0,18.065346737552275,450.0,30.0,0.23725607681752536,0.0009785829590899056,0.03438449238930443,17.99623992854912,0.03374373365476224,0.0,-3.001589240988638
Fe,850.0,18.096757769235296,450.0,30.0,0.23519084024576342,0.0009700647144037227,0.03433993990864212,18.02804591598645,0.033401848625801554,0.0,-2.997792299882065
