purge,economic_order,economic_winner,rank_of_upstream_winner_1wtRe_250C,rank_of_5wtRe_250C,spearman,kendall,pairwise_inversions,NPC_1 wt% Re | 200 C,NPC_5 wt% Re | 200 C,NPC_1 wt% Re | 250 C,NPC_5 wt% Re | 250 C
0.26,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2073.65,1514.32,1873.98,1808.58
0.261,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2078.2,1516.67,1877.68,1810.87
0.262,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2082.76,1519.02,1881.38,1813.15
0.263,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2087.32,1521.37,1885.08,1815.44
0.264,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2091.88,1523.72,1888.78,1817.72
0.265,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2096.43,1526.07,1892.49,1820.01
0.266,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2100.99,1528.42,1896.19,1822.29
0.267,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2105.54,1530.76,1899.89,1824.58
0.268,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2110.1,1533.11,1903.59,1826.86
0.269,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2114.66,1535.46,1907.29,1829.15
0.27,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2119.21,1537.81,1910.99,1831.43
0.271,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2123.77,1540.16,1914.69,1833.72
0.272,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2128.32,1542.51,1918.39,1836.0
0.273,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2132.88,1544.85,1922.09,1838.29
0.274,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2137.43,1547.2,1925.79,1840.57
0.275,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2141.98,1549.55,1929.49,1842.86
0.276,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2146.54,1551.9,1933.19,1845.14
0.277,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2151.09,1554.25,1936.89,1847.42
0.278,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2155.65,1556.59,1940.59,1849.71
0.279,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2160.2,1558.94,1944.28,1851.99
0.28,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2164.75,1561.29,1947.98,1854.27
0.281,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2169.31,1563.63,1951.68,1856.56
0.282,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2173.86,1565.98,1955.38,1858.84
0.283,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2178.41,1568.33,1959.08,1861.13
0.284,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2182.96,1570.68,1962.77,1863.41
0.285,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2187.51,1573.02,1966.47,1865.69
0.286,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2192.07,1575.37,1970.17,1867.97
0.287,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2196.62,1577.72,1973.87,1870.26
0.288,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2201.17,1580.06,1977.56,1872.54
0.289,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2205.72,1582.41,1981.26,1874.82
0.29,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2210.27,1584.75,1984.96,1877.11
0.291,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2214.82,1587.1,1988.65,1879.39
0.292,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2219.37,1589.45,1992.35,1881.67
0.293,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2223.92,1591.79,1996.05,1883.95
0.294,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2228.47,1594.14,1999.74,1886.24
0.295,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2233.03,1596.48,2003.44,1888.52
0.296,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2237.58,1598.83,2007.14,1890.8
0.297,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2242.12,1601.17,2010.83,1893.08
0.298,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2246.67,1603.52,2014.53,1895.37
0.299,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2251.22,1605.86,2018.22,1897.65
0.3,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2255.77,1608.21,2021.92,1899.93
0.301,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2260.32,1610.55,2025.61,1902.21
0.302,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2264.87,1612.9,2029.31,1904.49
0.303,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2269.42,1615.24,2033.0,1906.77
0.304,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2273.97,1617.59,2036.7,1909.06
0.305,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2278.52,1619.93,2040.39,1911.34
0.306,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2283.06,1622.28,2044.08,1913.62
0.307,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2287.61,1624.62,2047.78,1915.9
0.308,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2292.16,1626.96,2051.47,1918.18
0.309,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2296.71,1629.31,2055.17,1920.46
0.31,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2301.25,1631.65,2058.86,1922.74
0.311,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2305.8,1634.0,2062.55,1925.02
0.312,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2310.35,1636.34,2066.25,1927.31
0.313,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2314.89,1638.68,2069.94,1929.59
0.314,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2319.44,1641.03,2073.63,1931.87
0.315,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2323.99,1643.37,2077.33,1934.15
0.316,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2328.53,1645.71,2081.02,1936.43
0.317,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2333.08,1648.06,2084.71,1938.71
0.318,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2337.62,1650.4,2088.4,1940.99
0.319,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2342.17,1652.74,2092.1,1943.27
0.32,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2346.72,1655.08,2095.79,1945.55
0.321,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2351.26,1657.43,2099.48,1947.83
0.322,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2355.81,1659.77,2103.17,1950.11
0.323,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2360.35,1662.11,2106.86,1952.39
0.324,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2364.9,1664.46,2110.55,1954.67
0.325,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2369.44,1666.8,2114.25,1956.95
0.326,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2373.98,1669.14,2117.94,1959.23
0.327,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2378.53,1671.48,2121.63,1961.51
0.328,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2383.07,1673.82,2125.32,1963.79
0.329,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2387.62,1676.17,2129.01,1966.07
0.33,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2392.16,1678.51,2132.7,1968.35
0.331,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2396.7,1680.85,2136.39,1970.63
0.332,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2401.25,1683.19,2140.08,1972.91
0.333,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2405.79,1685.53,2143.77,1975.19
0.334,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2410.33,1687.87,2147.46,1977.46
0.335,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2414.87,1690.22,2151.15,1979.74
0.336,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2419.42,1692.56,2154.84,1982.02
0.337,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2423.96,1694.9,2158.53,1984.3
0.338,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2428.5,1697.24,2162.22,1986.58
0.339,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2433.04,1699.58,2165.91,1988.86
0.34,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2437.59,1701.92,2169.6,1991.14
0.341,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2442.13,1704.26,2173.29,1993.42
0.342,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2446.67,1706.6,2176.97,1995.69
0.343,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2451.21,1708.94,2180.66,1997.97
0.344,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2455.75,1711.28,2184.35,2000.25
0.345,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2460.29,1713.62,2188.04,2002.53
0.346,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2464.83,1715.96,2191.73,2004.81
0.347,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2469.38,1718.3,2195.42,2007.09
0.348,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2473.92,1720.64,2199.11,2009.36
0.349,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2478.46,1722.98,2202.79,2011.64
0.35,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2483.0,1725.32,2206.48,2013.92
0.351,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2487.54,1727.66,2210.17,2016.2
0.352,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2492.08,1730.0,2213.86,2018.48
0.353,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2496.62,1732.34,2217.54,2020.75
0.354,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2501.16,1734.68,2221.23,2023.03
0.355,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2505.7,1737.02,2224.92,2025.31
0.356,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2510.23,1739.36,2228.6,2027.59
0.357,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2514.77,1741.7,2232.29,2029.86
0.358,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2519.31,1744.04,2235.98,2032.14
0.359,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2523.85,1746.38,2239.66,2034.42
0.36,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2528.39,1748.72,2243.35,2036.69
0.361,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2532.93,1751.06,2247.04,2038.97
0.362,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2537.47,1753.4,2250.72,2041.25
0.363,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2542.01,1755.73,2254.41,2043.53
0.364,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2546.54,1758.07,2258.1,2045.8
0.365,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2551.08,1760.41,2261.78,2048.08
0.366,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2555.62,1762.75,2265.47,2050.36
0.367,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2560.16,1765.09,2269.15,2052.63
0.368,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2564.69,1767.43,2272.84,2054.91
0.369,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2569.23,1769.76,2276.52,2057.19
0.37,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2573.77,1772.1,2280.21,2059.46
0.371,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2578.31,1774.44,2283.89,2061.74
0.372,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2582.84,1776.78,2287.58,2064.01
0.373,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2587.38,1779.12,2291.26,2066.29
0.374,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2591.92,1781.45,2294.95,2068.57
0.375,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2596.45,1783.79,2298.63,2070.84
0.376,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2600.99,1786.13,2302.32,2073.12
0.377,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2605.52,1788.47,2306.0,2075.4
0.378,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2610.06,1790.81,2309.69,2077.67
0.379,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2614.6,1793.14,2313.37,2079.95
0.38,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2619.13,1795.48,2317.05,2082.22
0.381,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2623.67,1797.82,2320.74,2084.5
0.382,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2628.2,1800.15,2324.42,2086.77
0.383,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2632.74,1802.49,2328.1,2089.05
0.384,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2637.27,1804.83,2331.79,2091.32
0.385,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2641.81,1807.16,2335.47,2093.6
0.386,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2646.34,1809.5,2339.15,2095.88
0.387,5 wt% Re | 200 C > 5 wt% Re | 250 C > 1 wt% Re | 250 C > 1 wt% Re | 200 C,5 wt% Re | 200 C,3,2,-0.6,-0.333,4,2650.88,1811.84,2342.84,2098.15
