failure_mode,class,description,model,tier,variant,budget_CU,n_runs,n_failed,fraction
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,named,250,5,1,0.2
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,named,300,5,4,0.8
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,named,500,5,3,0.6
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,named,800,5,3,0.6
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,named,1200,5,2,0.4
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,named,2000,5,4,0.8
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,anonymous,all,35,23,0.6571428571428571
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,anonymous,200,5,4,0.8
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,anonymous,250,5,4,0.8
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,anonymous,300,5,5,1.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,anonymous,500,5,4,0.8
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,anonymous,800,5,2,0.4
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,anonymous,1200,5,2,0.4
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,anonymous,2000,5,2,0.4
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,named,all,35,24,0.6857142857142857
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,named,200,5,5,1.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,named,250,5,5,1.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,named,300,5,5,1.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,named,500,5,5,1.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,named,800,5,1,0.2
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,named,1200,5,1,0.2
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.5-2026-04-23,strong,named,2000,5,2,0.4
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,26,0.7428571428571429
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,5,1.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,5,1.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,4,0.8
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,3,0.6
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,4,0.8
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,3,0.6
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,2,0.4
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,named,all,35,18,0.5142857142857142
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,named,200,5,5,1.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,named,250,5,2,0.4
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,named,300,5,4,0.8
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,named,500,5,2,0.4
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,named,800,5,2,0.4
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,named,1200,5,1,0.2
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-nano-2026-03-17,weak,named,2000,5,2,0.4
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,19,0.5428571428571428
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,4,0.8
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,4,0.8
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,3,0.6
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,3,0.6
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,3,0.6
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,1,0.2
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,1,0.2
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,named,all,35,16,0.45714285714285713
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,named,200,5,3,0.6
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,named,250,5,5,1.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,named,300,5,3,0.6
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,named,500,5,2,0.4
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,named,800,5,2,0.4
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,named,1200,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.4-mini-2026-03-17,medium,named,2000,5,1,0.2
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,anonymous,all,35,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,anonymous,200,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,anonymous,250,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,anonymous,300,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,anonymous,500,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,anonymous,800,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,anonymous,1200,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,anonymous,2000,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,named,all,35,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,named,200,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,named,250,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,named,300,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,named,500,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,named,800,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,named,1200,5,0,0.0
non_canonical_order,allocation_path,activity->optimize->backward->reachability order not followed,gpt-5.5-2026-04-23,strong,named,2000,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,named,all,35,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,named,200,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,named,250,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,named,300,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,named,500,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,named,800,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,named,1200,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-nano-2026-03-17,weak,named,2000,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,named,all,35,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,named,200,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,named,250,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,named,300,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,named,500,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,named,800,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,named,1200,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.4-mini-2026-03-17,medium,named,2000,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,anonymous,all,35,2,0.05714285714285714
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,anonymous,200,5,2,0.4
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,anonymous,250,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,anonymous,300,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,anonymous,500,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,anonymous,800,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,anonymous,1200,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,anonymous,2000,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,named,all,35,5,0.14285714285714285
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,named,200,5,5,1.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,named,250,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,named,300,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,named,500,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,named,800,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,named,1200,5,0,0.0
narrow_window_used,allocation_path,at least one non-full process window built (adaptive scope),gpt-5.5-2026-04-23,strong,named,2000,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,9,0.2571428571428571
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,4,0.8
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,2,0.4
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,1,0.2
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,2,0.4
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,named,all,35,5,0.14285714285714285
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,named,200,5,4,0.8
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,named,250,5,1,0.2
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,named,300,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,named,500,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,named,800,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,named,1200,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-nano-2026-03-17,weak,named,2000,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,4,0.11428571428571428
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,2,0.4
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,1,0.2
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,1,0.2
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,named,all,35,7,0.2
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,named,200,5,2,0.4
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,named,250,5,2,0.4
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,named,300,5,3,0.6
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,named,500,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,named,800,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,named,1200,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.4-mini-2026-03-17,medium,named,2000,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,anonymous,all,35,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,anonymous,200,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,anonymous,250,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,anonymous,300,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,anonymous,500,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,anonymous,800,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,anonymous,1200,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,anonymous,2000,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,named,all,35,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,named,200,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,named,250,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,named,300,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,named,500,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,named,800,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,named,1200,5,0,0.0
not_agent_stop,protocol,run ended by budget_exhausted / max_turns / malformed limit instead of STOP,gpt-5.5-2026-04-23,strong,named,2000,5,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,29,0.8285714285714286
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,5,1.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,5,1.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,5,1.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,4,0.8
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,5,1.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,2,0.4
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,3,0.6
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,named,all,35,24,0.6857142857142857
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,named,200,5,5,1.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,named,250,5,5,1.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,named,300,5,3,0.6
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,named,500,5,2,0.4
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,named,800,5,3,0.6
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,named,1200,5,3,0.6
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-nano-2026-03-17,weak,named,2000,5,3,0.6
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,27,0.7714285714285715
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,5,1.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,4,0.8
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,5,1.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,3,0.6
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,2,0.4
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,5,1.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,3,0.6
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,named,all,35,30,0.8571428571428571
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,named,200,5,5,1.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,named,250,5,5,1.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,named,300,5,4,0.8
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,named,500,5,4,0.8
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,named,800,5,5,1.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,named,1200,5,3,0.6
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.4-mini-2026-03-17,medium,named,2000,5,4,0.8
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,anonymous,all,35,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,anonymous,200,5,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,anonymous,250,5,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,anonymous,300,5,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,anonymous,500,5,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,anonymous,800,5,0,0.0
