section,variant,tier,stratum,metric,k,n,p,ci_lo,ci_hi,pair,k1,n1,k2,n2,Z,counts,term,beta,se,OR,mean,median,budget,criterion,wins_of_5,D_value,tiers,n_tiers,go
wilson,anonymous,nano,pooled,P(full),6,35,0.17142857142857143,0.08102640006436056,0.3268228243870004,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,pooled,P(win),29,35,0.8285714285714286,0.6731771756129996,0.9189735999356394,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,pooled,P(pair),24,35,0.6857142857142857,0.5202023625560437,0.8144915540584046,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,pooled,P(reach),6,35,0.17142857142857143,0.08102640006436056,0.3268228243870004,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,<=300 CU,P(full),0,15,0.0,0.0,0.20388330359648707,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,<=300 CU,P(win),9,15,0.6,0.35746829954344506,0.8017550397372577,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,<=300 CU,P(pair),4,15,0.26666666666666666,0.1089745324961737,0.5195043425155202,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,<=300 CU,P(reach),0,15,0.0,0.0,0.20388330359648707,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,>=500 CU,P(full),6,20,0.3,0.14547724402157294,0.518972820052479,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,>=500 CU,P(win),20,20,1.0,0.8388748398148705,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,>=500 CU,P(pair),20,20,1.0,0.8388748398148705,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,>=500 CU,P(reach),6,20,0.3,0.14547724402157294,0.518972820052479,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,200 CU,P(full),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,200 CU,P(win),1,5,0.2,0.03622410822563066,0.6244653729700049,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,200 CU,P(pair),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,200 CU,P(reach),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,250 CU,P(full),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,250 CU,P(win),4,5,0.8,0.375534627029995,0.9637758917743693,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,250 CU,P(pair),1,5,0.2,0.03622410822563066,0.6244653729700049,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,250 CU,P(reach),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,300 CU,P(full),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,300 CU,P(win),4,5,0.8,0.375534627029995,0.9637758917743693,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,300 CU,P(pair),3,5,0.6,0.23072427940911855,0.8823792268590028,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,300 CU,P(reach),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,500 CU,P(full),3,5,0.6,0.23072427940911855,0.8823792268590028,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,500 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,500 CU,P(pair),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,500 CU,P(reach),3,5,0.6,0.23072427940911855,0.8823792268590028,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,800 CU,P(full),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,800 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,800 CU,P(pair),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,800 CU,P(reach),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,1200 CU,P(full),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,1200 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,1200 CU,P(pair),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,1200 CU,P(reach),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,2000 CU,P(full),3,5,0.6,0.23072427940911855,0.8823792268590028,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,2000 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,2000 CU,P(pair),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,nano,2000 CU,P(reach),3,5,0.6,0.23072427940911855,0.8823792268590028,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,pooled,P(full),15,35,0.42857142857142855,0.2798456807626357,0.5914258897702688,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,pooled,P(win),31,35,0.8857142857142857,0.7404853121378726,0.9546482069844427,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,pooled,P(pair),20,35,0.5714285714285714,0.4085741102297311,0.7201543192373643,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,pooled,P(reach),15,35,0.42857142857142855,0.2798456807626357,0.5914258897702688,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,<=300 CU,P(full),4,15,0.26666666666666666,0.1089745324961737,0.5195043425155202,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,<=300 CU,P(win),12,15,0.8,0.5481455107594471,0.9295245070826608,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,<=300 CU,P(pair),5,15,0.3333333333333333,0.15176324343669478,0.582864524428801,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,<=300 CU,P(reach),4,15,0.26666666666666666,0.1089745324961737,0.5195043425155202,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,>=500 CU,P(full),11,20,0.55,0.3420853410191274,0.7418021429623598,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,>=500 CU,P(win),19,20,0.95,0.7638688045357189,0.9911185512976646,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,>=500 CU,P(pair),15,20,0.75,0.5312991206074114,0.8881382993000237,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,>=500 CU,P(reach),11,20,0.55,0.3420853410191274,0.7418021429623598,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,200 CU,P(full),1,5,0.2,0.03622410822563066,0.6244653729700049,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,200 CU,P(win),4,5,0.8,0.375534627029995,0.9637758917743693,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,200 CU,P(pair),2,5,0.4,0.11762077314099711,0.7692757205908813,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,200 CU,P(reach),1,5,0.2,0.03622410822563066,0.6244653729700049,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,250 CU,P(full),2,5,0.4,0.11762077314099711,0.7692757205908813,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,250 CU,P(win),3,5,0.6,0.23072427940911855,0.8823792268590028,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,250 CU,P(pair),2,5,0.4,0.11762077314099711,0.7692757205908813,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,250 CU,P(reach),2,5,0.4,0.11762077314099711,0.7692757205908813,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,300 CU,P(full),1,5,0.2,0.03622410822563066,0.6244653729700049,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,300 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,300 CU,P(pair),1,5,0.2,0.03622410822563066,0.6244653729700049,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,300 CU,P(reach),1,5,0.2,0.03622410822563066,0.6244653729700049,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,500 CU,P(full),2,5,0.4,0.11762077314099711,0.7692757205908813,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,500 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,500 CU,P(pair),3,5,0.6,0.23072427940911855,0.8823792268590028,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,500 CU,P(reach),2,5,0.4,0.11762077314099711,0.7692757205908813,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,800 CU,P(full),4,5,0.8,0.375534627029995,0.9637758917743693,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,800 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,800 CU,P(pair),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,800 CU,P(reach),4,5,0.8,0.375534627029995,0.9637758917743693,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,1200 CU,P(full),2,5,0.4,0.11762077314099711,0.7692757205908813,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,1200 CU,P(win),4,5,0.8,0.375534627029995,0.9637758917743693,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,1200 CU,P(pair),4,5,0.8,0.375534627029995,0.9637758917743693,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,1200 CU,P(reach),2,5,0.4,0.11762077314099711,0.7692757205908813,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,2000 CU,P(full),3,5,0.6,0.23072427940911855,0.8823792268590028,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,2000 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,2000 CU,P(pair),3,5,0.6,0.23072427940911855,0.8823792268590028,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,mini,2000 CU,P(reach),3,5,0.6,0.23072427940911855,0.8823792268590028,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,pooled,P(full),35,35,1.0,0.901099006269668,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,pooled,P(win),35,35,1.0,0.901099006269668,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,pooled,P(pair),35,35,1.0,0.901099006269668,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,pooled,P(reach),35,35,1.0,0.901099006269668,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,<=300 CU,P(full),15,15,1.0,0.7961166964035129,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,<=300 CU,P(win),15,15,1.0,0.7961166964035129,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,<=300 CU,P(pair),15,15,1.0,0.7961166964035129,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,<=300 CU,P(reach),15,15,1.0,0.7961166964035129,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,>=500 CU,P(full),20,20,1.0,0.8388748398148705,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,>=500 CU,P(win),20,20,1.0,0.8388748398148705,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,>=500 CU,P(pair),20,20,1.0,0.8388748398148705,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,>=500 CU,P(reach),20,20,1.0,0.8388748398148705,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,200 CU,P(full),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,200 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,200 CU,P(pair),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,200 CU,P(reach),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,250 CU,P(full),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,250 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,250 CU,P(pair),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,250 CU,P(reach),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,300 CU,P(full),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,300 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,300 CU,P(pair),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,300 CU,P(reach),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,500 CU,P(full),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,500 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,500 CU,P(pair),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,500 CU,P(reach),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,800 CU,P(full),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,800 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,800 CU,P(pair),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,800 CU,P(reach),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,1200 CU,P(full),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,1200 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,1200 CU,P(pair),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,1200 CU,P(reach),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,2000 CU,P(full),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,2000 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,2000 CU,P(pair),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,anonymous,5.5,2000 CU,P(reach),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,pooled,P(full),11,35,0.3142857142857143,0.18550844594159555,0.4797976374439563,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,pooled,P(win),35,35,1.0,0.901099006269668,1.0,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,pooled,P(pair),25,35,0.7142857142857143,0.5494506500237067,0.8367346383775797,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,pooled,P(reach),11,35,0.3142857142857143,0.18550844594159555,0.4797976374439563,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,<=300 CU,P(full),2,15,0.13333333333333333,0.03736125876428492,0.37881983053980567,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,<=300 CU,P(win),15,15,1.0,0.7961166964035129,1.0,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,<=300 CU,P(pair),5,15,0.3333333333333333,0.15176324343669478,0.582864524428801,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,<=300 CU,P(reach),2,15,0.13333333333333333,0.03736125876428492,0.37881983053980567,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,>=500 CU,P(full),9,20,0.45,0.25819785703764037,0.6579146589808726,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,>=500 CU,P(win),20,20,1.0,0.8388748398148705,1.0,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,>=500 CU,P(pair),20,20,1.0,0.8388748398148705,1.0,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,>=500 CU,P(reach),9,20,0.45,0.25819785703764037,0.6579146589808726,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,200 CU,P(full),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,200 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,200 CU,P(pair),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,200 CU,P(reach),0,5,0.0,0.0,0.43448246865939283,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,250 CU,P(full),1,5,0.2,0.03622410822563066,0.6244653729700049,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,250 CU,P(win),5,5,1.0,0.5655175313406071,1.0,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,250 CU,P(pair),2,5,0.4,0.11762077314099711,0.7692757205908813,,,,,,,,,,,,,,,,,,,,
wilson,named,nano,250 CU,P(reach),1,5,0.2,0.03622410822563066,0.6244653729700049,,,,,,,,,,,,,,,,,,,,
