metal,P_bar,cost,T_C,Tsep_C,V_m3,metal_cost,reactor,fresh_comp,recycle_comp,refrig,logTOF
Fe,520.0,21.340012532191448,450.0,30.0,0.5233647223581807,0.0021586625116558613,0.18758298353283626,15.378819115064102,0.08116378248322839,0.0,-3.3451763416727056
Fe,525.0,21.40175924581939,450.0,30.0,0.5145327788553613,0.0021222344061108517,0.18789754831301608,15.43040897510162,0.07969962886690084,0.0,-3.3377849433727222
Fe,530.0,21.462972422412324,450.0,30.0,0.505961731971415,0.0020868823909603973,0.18823502281097965,15.481509824368839,0.07827878346400138,0.0,-3.3304895667542262
Fe,535.0,21.523661092298997,450.0,30.0,0.49764099174597576,0.0020525627870082034,0.18859511427292197,15.532130846370961,0.07689947919085838,0.0,-3.323288043118808
Fe,540.0,21.58383410461388,450.0,30.0,0.489560512033352,0.0020192341580680603,0.18897755534809252,15.582280968321824,0.07556004067415209,0.0,-3.316178276546553
Fe,545.0,21.643500130652953,450.0,30.0,0.4817107567603739,0.001986857171791454,0.18938210292563215,15.631968870592768,0.07425887847698368,0.0,-3.3091582405652384
Fe,550.0,21.702667667344205,450.0,30.0,0.47408266864255266,0.00195539447063469,0.18980853706621528,15.68120299573004,0.0729944837592077,0.0,-3.302225975018322
Fe,555.0,21.76134504078855,450.0,30.0,0.46666764014838563,0.001924810552098691,0.19025666002000166,15.729991557064139,0.07176542332535361,0.0,-3.2953795831131636
Fe,560.0,21.819540409853634,450.0,30.0,0.45945748652730556,0.0018950716574804682,0.19072629532453803,15.778342546933086,0.0705703350294247,0.0,-3.288617228637495
Fe,565.0,21.877261769802146,450.0,30.0,0.45244442073309055,0.001866145668442584,0.191217286976683,15.826263744540197,0.06940792350707013,0.0,-3.2819371333324474
Fe,570.0,21.934516955939504,450.0,30.0,0.44562103009001414,0.001838002010770694,0.19172949867319017,15.8737627234657,0.0682769562084724,0.0,-3.2753375744113944
Fe,575.0,21.99131364726704,450.0,30.0,0.4389802545628667,0.0018106115647463933,0.19226281311509136,15.920846858850277,0.06717625970761784,0.0,-3.2688168822147254
Fe,580.0,22.04765937012961,450.0,30.0,0.43251536650447586,0.0017839465816141353,0.19281713137148693,15.967523334267671,0.06610471626594637,0.0,-3.2623734379914633
Fe,585.0,22.103561501847665,450.0,30.0,0.4262199517655761,0.0017579806056672732,0.19339237229876363,16.01379914830229,0.06506126063023793,0.0,-3.256005671799353
Fe,590.0,22.159027274325666,450.0,30.0,0.4200878920619665,0.0017326884015198974,0.19398847201162578,16.059681120846914,0.06404487704648375,0.0,-3.2497120605156753
Fe,595.0,22.214063777632695,450.0,30.0,0.41411334850382575,0.0017080458861720882,0.19460538340289377,16.105175899134654,0.06305459647461181,0.0,-3.24349112595246
Fe,600.0,22.268677963530862,450.0,30.0,0.4082907461948251,0.001684030065487639,0.1952430757077888,16.150289963518524,0.06208949397899647,0.0,-3.2373414330645938
Fe,605.0,22.32287664899561,450.0,30.0,0.40261475983302614,0.0016606189748037316,0.19590153411345895,16.195029633011217,0.061148686306433275,0.0,-3.231261588257457
Fe,610.0,22.376666519655668,450.0,30.0,0.3970803002231412,0.0016377916232996007,0.19658075940655617,16.23940107059683,0.06023132960319,0.0,-3.2252502377707524
Fe,615.0,22.430054133203246,450.0,30.0,0.39168250164615404,0.0016155279419014547,0.1972807676604184,16.283410288325864,0.05933661728746458,0.0,-3.2193060661471518
Fe,620.0,22.48304592274926,450.0,30.0,0.3864167100189092,0.0015938087344456928,0.1980015899583098,16.32706315220386,0.05846377805477903,0.0,-3.2134277947750864
Fe,625.0,22.535648200125983,450.0,30.0,0.38127847178794894,0.0015726156318705826,0.1987432721512307,16.37036538688376,0.0576120740085973,0.0,-3.20761418050222
Fe,630.0,22.58786715913535,450.0,30.0,0.3762635235054113,0.0015519310492211659,0.19950587464869152,16.41332258017128,0.056780798907137595,0.0,-3.2018640143153787
Fe,635.0,22.639708878742372,450.0,30.0,0.371367782039037,0.0015317381452695908,0.20028947224102694,16.4559401873522,0.0559692765181151,0.0,-3.1961761200830674
Fe,640.0,22.691179326213014,450.0,30.0,0.3665873353721028,0.001512020784568656,0.20109415395198021,16.498223535349993,0.055176859073771484,0.0,-3.190549353356934
Fe,645.0,22.7422843601962,450.0,30.0,0.36191843395257844,0.0014927635017706637,0.20192002292042358,16.5401778267216,0.054402925819243664,0.0,-3.1849826002288104
Fe,650.0,22.793029733750483,450.0,30.0,0.3573574825539541,0.0014739514680567128,0.2027671963102199,16.581808143498993,0.05364688164773289,0.0,-3.179474776240173
Fe,655.0,22.843421097315424,450.0,30.0,0.35290103261310485,0.0014555704595335616,0.2036358052473587,16.6231194508835,0.05290815581660355,0.0,-3.1740248253410943
Fe,660.0,22.893464001628537,450.0,30.0,0.34854577501316114,0.0014376068274659641,0.2045259947836059,16.6641166007997,0.05218620073884225,0.0,-3.168631718895927
Fe,665.0,22.94316390058864,450.0,30.0,0.34428853328181985,0.0014200474702225198,0.2054379238860309,16.704804335315153,0.05148049084486794,0.0,-3.163294454733178
Fe,670.0,22.9925261540666,450.0,30.0,0.34012625717770334,0.0014028798068220656,0.20637176545186778,16.74518728993209,0.050790521509946895,0.0,-3.158012056237151
Fe,675.0,23.041556030664637,450.0,30.0,0.3360560166394334,0.0013860917519761143,0.20732770634827005,16.785269996756718,0.0501158080429174,0.0,-3.152783571479133
Fe,680.0,23.090258710425726,450.0,30.0,0.33207499607394175,0.0013696716925305017,0.20830594747661932,16.82505688755156,0.04945588473218474,0.0,-3.147608072386008
Fe,685.0,23.1386392874933,450.0,30.0,0.3281804889620488,0.0013536084652156371,0.2093067038610525,16.86455229667601,0.04881030394482981,0.0,-3.1424846539440807
Fe,690.0,23.186702772730737,450.0,30.0,0.324369892762734,0.00133789133562873,0.21033020476165698,16.903760463919934,0.04817863527906674,0.0,-3.137412433438392
Fe,695.0,23.234454096275872,450.0,30.0,0.32064070409175227,0.0013225099783475821,0.21137669381013038,16.94268553723498,0.04756046475403825,0.0,-3.132390549718375
Fe,700.0,23.281898110082633,450.0,30.0,0.3169905141679531,0.0013074544581485408,0.2124464291719893,16.981331575367978,0.04695539405867442,0.0,-3.127418162502523
Fe,705.0,23.329039590393638,450.0,30.0,0.31341700449863863,0.0012927152122103908,0.2135396837306835,17.019702550400666,0.04636303982827361,0.0,-3.122494451703983
