draw,E_N_Fe,E_N_Ru,E_N_Os,n_feasible,atomic_winner,raw_cost_winner,economic_winner,Fe_feasible,rho_raw,rho_censored,top1,top3_actionable
548,-1.4402290758109353,-1.1401799191337416,-1.0671826664845083,4,Ru,Fe,Fe,1,0.9535714285714283,0.7654432450185562,0.0,1.0
549,-1.5309009273011986,-1.2496928161997678,-0.9663892644083993,3,Ru,Ru,Ru,1,0.9535714285714283,0.6943838462727558,1.0,1.0
550,-1.395874431027717,-1.0670930530868494,-1.2588574178435417,3,Ru,Fe,Fe,1,0.9249999999999998,0.684172319121686,0.0,1.0
551,-1.1740540825068342,-1.0886182736924574,-1.059005198284532,3,Fe,Fe,Fe,1,0.9678571428571429,0.6994896098482908,1.0,1.0
552,-1.457138752486329,-1.2667187290448614,-1.1590203171412625,3,Os,Fe,Fe,1,0.9535714285714283,0.679066555546151,0.0,1.0
553,-1.5807035331702222,-1.1361924405086758,-1.059932729148941,3,Ru,Ru,Ru,1,0.9285714285714284,0.6994896098482908,1.0,1.0
554,-1.2797490272164278,-0.9866328323707513,-1.0638164866544726,3,Os,Fe,Fe,1,0.9392857142857142,0.684172319121686,0.0,1.0
555,-0.8473465075929484,-1.174272683825239,-1.2263224948877478,3,Ru,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
556,-1.529474968820201,-1.0711648193950836,-0.9632813599271736,3,Ru,Ru,Ru,1,0.9607142857142855,0.6943838462727558,1.0,1.0
557,-1.5622432396687662,-1.1770162050331423,-1.0224694392788127,4,Ru,Ru,Ru,1,0.9642857142857141,0.7746102299888384,1.0,0.6666666666666666
558,-1.42780787204728,-1.1439854646356227,-0.9714044043700176,3,Ru,Fe,Fe,1,0.9714285714285713,0.684172319121686,0.0,1.0
559,-1.0243672350989217,-1.0072557213284776,-1.1063046090926278,4,Os,Fe,Fe,1,0.9678571428571429,0.7654432450185562,0.0,1.0
560,-1.2233039804162678,-1.0566442763859663,-0.9836657123761963,4,Fe,Fe,Fe,1,0.9749999999999999,0.7791937224739796,1.0,1.0
561,-1.4618129350581455,-1.061358674590695,-1.0675334555566196,4,Os,Fe,Fe,1,0.9464285714285712,0.7608597525334153,0.0,1.0
562,-1.3107870316171506,-1.231124065606521,-1.1857250866895699,4,Os,Fe,Fe,1,0.9607142857142855,0.7608597525334153,0.0,1.0
563,-1.7048205281601083,-1.2532082693525441,-1.2205953148923783,2,Os,Ru,Ru,0,0.95,0.5855711622047578,0.0,0.6666666666666666
564,-1.3132063113244894,-1.0706772766844057,-1.1324928633080082,3,Os,Fe,Fe,1,0.9571428571428571,0.679066555546151,0.0,1.0
565,-1.4226922654520058,-1.2551788396799106,-1.2366799810443327,3,Os,Fe,Fe,1,0.9464285714285712,0.679066555546151,0.0,1.0
566,-1.0047450417900732,-1.0786194439898873,-1.2365739325437397,3,Os,Fe,Fe,1,0.932142857142857,0.679066555546151,0.0,1.0
567,-1.2379588484786759,-1.08753445543773,-1.0180879103751599,5,Fe,Fe,Fe,1,0.9642857142857141,0.8356029971804347,1.0,1.0
568,-1.5987295082634843,-1.1102174761445829,-1.0518310723521298,2,Ru,Ru,Ru,0,0.9571428571428571,0.5916079783099615,1.0,0.6666666666666666
569,-1.5332012907936818,-1.0940121454243525,-1.044937709736521,3,Ru,Ru,Ru,1,0.9392857142857142,0.6943838462727558,1.0,1.0
570,-1.8191657729692507,-1.12381273311577,-0.9864198398729087,2,Ru,Ru,Ru,0,0.8964285714285712,0.5916079783099615,1.0,0.6666666666666666
571,-1.3402908250678065,-1.1488971071223726,-1.2545896292523393,3,Ru,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
572,-1.5626112538091226,-1.2230266563127967,-1.2106909981537393,3,Os,Ru,Ru,1,0.9607142857142855,0.6943838462727558,0.0,1.0
573,-1.3791867803205768,-1.0620448972514882,-1.1760982403367566,4,Os,Fe,Fe,1,0.9535714285714283,0.7608597525334153,0.0,1.0
574,-1.3520210925645644,-1.0827463167656244,-1.162132659045122,4,Os,Fe,Fe,1,0.9607142857142855,0.7608597525334153,0.0,1.0
575,-1.4557451997074775,-1.0149306496969892,-1.2413493108051783,3,Os,Fe,Fe,1,0.914285714285714,0.679066555546151,0.0,1.0
576,-1.604392663821363,-1.0686080912102653,-0.9929270432756923,2,Ru,Ru,Ru,0,0.95,0.5916079783099615,1.0,0.6666666666666666
577,-1.7460561251732454,-1.1473766610800007,-1.168895943742413,3,Os,Ru,Ru,0,0.914285714285714,0.6943838462727558,0.0,1.0
578,-1.6365327651563,-1.011664075418685,-1.206245832166879,2,Os,Ru,Ru,0,0.95,0.5855711622047578,0.0,0.6666666666666666
579,-1.5197220744598243,-1.044689582573017,-1.231445418789138,3,Os,Fe,Fe,1,0.932142857142857,0.679066555546151,0.0,1.0
580,-1.260836616480418,-1.0371062037764422,-1.2451540851229435,3,Os,Fe,Fe,1,0.9357142857142854,0.684172319121686,0.0,1.0
581,-1.2689264067482167,-1.0866442597642179,-1.224195085631472,3,Os,Fe,Fe,1,0.9035714285714285,0.679066555546151,0.0,1.0
582,-1.2980034561129437,-1.0322089880289025,-1.1851020738833153,3,Os,Fe,Fe,1,0.932142857142857,0.679066555546151,0.0,1.0
583,-1.2337885440660392,-1.1815848995805178,-1.0027300514190958,3,Ru,Fe,Fe,1,0.95,0.6943838462727558,0.0,1.0
584,-0.7510471228242696,-1.0723335580610915,-1.2378267950109114,3,Os,Fe,Fe,1,0.95,0.679066555546151,0.0,1.0
585,-1.5310778904707414,-1.240828788381842,-0.9925750567090444,3,Ru,Ru,Ru,1,0.9357142857142854,0.6943838462727558,1.0,1.0
586,-1.0780933657593514,-1.0773858880745424,-0.9742090990304295,3,Fe,Fe,Fe,1,0.9392857142857142,0.6994896098482908,1.0,1.0
587,-1.7873642759245183,-1.0458279608382193,-1.148711260071361,3,Os,Ru,Ru,0,0.9249999999999998,0.6943838462727558,0.0,1.0
588,-1.8347534650769532,-1.0610713420332183,-1.0837631068496159,2,Os,Ru,Ru,0,0.907142857142857,0.5855711622047578,0.0,0.6666666666666666
589,-1.4782625339000492,-1.1041828800093259,-1.177625478062459,3,Os,Fe,Fe,1,0.9178571428571428,0.679066555546151,0.0,1.0
590,-1.5049154489228829,-1.1696919532676777,-1.1480335217255422,3,Ru,Fe,Fe,1,0.9357142857142854,0.684172319121686,0.0,1.0
591,-1.7761957155509172,-1.0296679921090433,-1.0708277311307484,2,Os,Ru,Ru,0,0.9285714285714284,0.5855711622047578,0.0,0.6666666666666666
592,-1.726403677624795,-1.1368402859062836,-1.2098207189709471,2,Os,Ru,Ru,0,0.8714285714285712,0.5855711622047578,0.0,0.6666666666666666
593,-1.2980797541572646,-1.130432759825229,-1.0714383952575568,3,Ru,Fe,Fe,1,0.9607142857142855,0.684172319121686,0.0,1.0
594,-1.3702999684722565,-1.0186447988483311,-1.1581075327845707,3,Os,Fe,Fe,1,0.8821428571428571,0.679066555546151,0.0,1.0
595,-1.2225906479831963,-1.159453554971087,-1.1328865248677995,4,Ru,Fe,Fe,1,0.9571428571428571,0.7654432450185562,0.0,1.0
596,-1.138924444412151,-1.0469820914884884,-1.1937904693501653,4,Os,Fe,Fe,1,0.9464285714285712,0.7654432450185562,0.0,1.0
597,-1.356488155416562,-1.193726058151882,-1.1360513615159622,3,Ru,Fe,Fe,1,0.8928571428571428,0.684172319121686,0.0,1.0
598,-1.344369109550327,-1.043516293068473,-1.0273085569603941,4,Ru,Fe,Fe,1,0.95,0.7654432450185562,0.0,1.0
599,-1.407682222757918,-1.1078115493254646,-0.9746579692476597,3,Ru,Fe,Fe,1,0.8892857142857141,0.684172319121686,0.0,1.0
600,-1.2316458647243667,-1.0277108754878244,-0.9950106244120536,3,Fe,Fe,Fe,1,0.9535714285714283,0.6994896098482908,1.0,1.0
601,-1.290254787694066,-1.2517872433211048,-1.1153690057964167,3,Os,Fe,Fe,1,0.8964285714285712,0.679066555546151,0.0,1.0
602,-1.677027498834749,-1.0480229521584203,-1.1246176540482504,2,Os,Ru,Ru,0,0.9357142857142854,0.5855711622047578,0.0,0.6666666666666666
603,-1.1528297929888556,-1.008372412995647,-1.137990974265368,4,Fe,Fe,Fe,1,0.95,0.7746102299888384,1.0,1.0
604,-1.6048965783757292,-1.2099148062128968,-1.0387961880247938,3,Ru,Ru,Ru,0,0.9785714285714284,0.6994896098482908,1.0,1.0
605,-1.3922065690289842,-1.0185104279794706,-1.1776478065157914,4,Os,Fe,Fe,1,0.9749999999999999,0.7608597525334153,0.0,1.0
606,-1.4235489584409187,-1.1369456323369276,-1.1883018760518993,4,Os,Fe,Fe,1,0.9714285714285713,0.7608597525334153,0.0,1.0
607,-1.8656421251640936,-1.0097418387251138,-1.0553246742833373,2,Os,Ru,Ru,0,0.9214285714285713,0.5855711622047578,0.0,0.6666666666666666
608,-1.3948546674807385,-1.274212835286976,-1.1220855374926386,4,Os,Fe,Fe,1,0.9714285714285713,0.733358797622569,0.0,1.0
609,-1.7709628122213004,-1.2243383610022838,-1.177131611842182,2,Os,Ru,Ru,0,0.9249999999999998,0.5855711622047578,0.0,0.6666666666666666
610,-1.3360788062611613,-1.2734696500053773,-1.22871217814337,3,Os,Fe,Fe,1,0.9607142857142855,0.679066555546151,0.0,1.0
611,-1.8823693887624966,-1.0212844154157863,-1.0814661690815333,2,Os,Ru,Ru,0,0.9035714285714285,0.5855711622047578,0.0,0.6666666666666666
612,-1.6821741847079847,-1.075656129029704,-1.0703838758820858,2,Ru,Ru,Ru,0,0.9107142857142855,0.5916079783099615,1.0,0.6666666666666666
613,-1.1202909859363648,-1.048203907523025,-1.0160537897346487,3,Fe,Fe,Fe,1,0.9535714285714283,0.6994896098482908,1.0,1.0
614,-1.6079094099489115,-1.1443375588444242,-1.1937346424184136,3,Os,Ru,Ru,0,0.9785714285714284,0.6943838462727558,0.0,1.0
615,-1.6645905230367921,-1.1854308158587565,-1.189480559805126,2,Ru,Ru,Ru,0,0.914285714285714,0.5916079783099615,1.0,0.6666666666666666
616,-1.7555763251529894,-1.041312486096841,-1.2466090680267308,2,Os,Ru,Ru,0,0.8964285714285712,0.5855711622047578,0.0,0.6666666666666666
617,-1.3098955207329854,-1.1815113381450824,-1.0209434109321724,4,Ru,Fe,Fe,1,0.9571428571428571,0.7654432450185562,0.0,1.0
618,-1.2588494113361501,-1.1085380454888432,-1.1446751865175606,4,Os,Fe,Fe,1,0.9571428571428571,0.7608597525334153,0.0,1.0
619,-1.4071673929087936,-1.19632787560639,-1.237767996660457,3,Ru,Fe,Fe,1,0.9035714285714285,0.684172319121686,0.0,1.0
620,-1.657479901463502,-1.2146860458179176,-1.1323656814298184,3,Ru,Ru,Ru,0,0.9535714285714283,0.6994896098482908,1.0,1.0
621,-1.056328658972426,-1.2047780241343962,-1.0340389623859407,3,Ru,Fe,Fe,1,0.9214285714285713,0.6943838462727558,0.0,1.0
622,-1.3999299043213558,-1.2167293690680174,-1.1400135708201262,3,Os,Fe,Fe,1,0.9392857142857142,0.679066555546151,0.0,1.0
623,-1.6232368320076875,-1.0222209079091549,-1.203542208992381,2,Os,Ru,Ru,0,0.9571428571428571,0.5855711622047578,0.0,0.6666666666666666
624,-1.1699453524200212,-1.235004479453604,-1.0757980100038322,3,Fe,Fe,Fe,1,0.9571428571428571,0.6994896098482908,1.0,1.0
625,-1.5298797708884735,-1.1500738990224666,-1.2072259672051677,3,Ru,Ru,Ru,1,0.9785714285714284,0.6943838462727558,1.0,1.0
626,-1.0458775556080824,-1.1410520565836613,-1.1852059231835474,3,Os,Fe,Fe,1,0.9571428571428571,0.679066555546151,0.0,1.0
627,-1.3878534412678947,-1.0837962305255142,-1.1613931602360146,3,Os,Fe,Fe,1,0.8928571428571428,0.679066555546151,0.0,1.0
628,-1.2134666816925677,-1.0269983454761638,-1.056964757779396,3,Fe,Fe,Fe,1,0.95,0.6943838462727558,1.0,1.0
629,-1.4402384283116174,-1.085405767602081,-1.1578876891773102,4,Os,Fe,Fe,1,0.9464285714285712,0.7608597525334153,0.0,1.0
630,-1.521149288410898,-1.2317003212488797,-1.1820567933989725,3,Os,Ru,Ru,1,0.9785714285714284,0.684172319121686,0.0,1.0
631,-1.4543580305901787,-1.0905684179747364,-1.2593742556598204,3,Ru,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
632,-1.1607682458553015,-1.1501398219720345,-1.1531394440161906,4,Fe,Fe,Fe,1,0.9607142857142855,0.7746102299888384,1.0,1.0
633,-1.3018900557975326,-1.1408962225768757,-1.0314622523465218,3,Ru,Fe,Fe,1,0.9357142857142854,0.684172319121686,0.0,1.0
634,-1.5797019746449716,-1.0106548893298304,-1.1080667642688617,3,Os,Ru,Ru,1,0.9607142857142855,0.6943838462727558,0.0,1.0
635,-1.7722232166557785,-1.1247507296897805,-1.0385640347388319,2,Ru,Ru,Ru,0,0.932142857142857,0.5916079783099615,1.0,0.6666666666666666
636,-1.6137842311164177,-1.2016535914927873,-1.0186334104859347,2,Ru,Ru,Ru,0,0.9642857142857141,0.5916079783099615,1.0,0.6666666666666666
637,-1.3498535942238665,-1.1178871341086638,-1.0384187028910503,4,Ru,Fe,Fe,1,0.9642857142857141,0.7654432450185562,0.0,1.0
638,-1.8188010584208434,-1.230102787164978,-1.0810392767770276,2,Ru,Ru,Ru,0,0.8999999999999999,0.5916079783099615,1.0,0.6666666666666666
639,-1.3943380074799832,-1.1146428067092502,-1.1063884992226038,3,Ru,Fe,Fe,1,0.8892857142857141,0.684172319121686,0.0,1.0
640,-1.2418417203705783,-1.0044697566404364,-1.03750031541273,3,Fe,Fe,Fe,1,0.8928571428571428,0.6943838462727558,1.0,1.0
641,-1.4654241938408472,-1.0634307966743133,-1.2539172159327718,3,Os,Fe,Fe,1,0.932142857142857,0.679066555546151,0.0,1.0
642,-1.4650454149661907,-1.1461716008841307,-1.088360699976496,4,Ru,Fe,Fe,1,0.9535714285714283,0.7654432450185562,0.0,1.0
643,-1.4025432166932112,-1.2614848521707065,-0.9638616348731565,3,Ru,Fe,Fe,1,0.9392857142857142,0.684172319121686,0.0,1.0
644,-1.3410882252254062,-0.9992905080290331,-1.0768726922994745,4,Os,Fe,Fe,1,0.9714285714285713,0.7608597525334153,0.0,1.0
645,-1.7346087607804135,-1.1799363820134174,-1.0788606158801048,2,Ru,Ru,Ru,0,0.9357142857142854,0.5916079783099615,1.0,0.6666666666666666
646,-1.5373833858098451,-1.1410115935110037,-0.9914876331577753,4,Ru,Ru,Ru,1,0.9607142857142855,0.7746102299888384,1.0,1.0
647,-1.588305261837924,-1.1851325968807167,-1.024931554186634,3,Ru,Ru,Ru,1,0.95,0.6663021466073136,1.0,0.6666666666666666
648,-1.6947029962737215,-1.2389844708680768,-1.0773126723506468,2,Ru,Ru,Ru,0,0.8999999999999999,0.5916079783099615,1.0,0.6666666666666666
649,-1.1445819869277547,-1.097075117930158,-1.1121217221875488,3,Fe,Fe,Fe,1,0.914285714285714,0.6943838462727558,1.0,1.0
650,-1.5314394929450468,-1.2255454053701083,-1.0080552944083292,4,Ru,Ru,Ru,1,0.9785714285714284,0.7746102299888384,1.0,1.0
651,-1.5580882468018824,-1.1127324571074924,-1.1868247005667028,3,Os,Ru,Ru,1,0.9428571428571427,0.6943838462727558,0.0,1.0
652,-1.3927207852521486,-1.0480606089467186,-1.0648696239694209,4,Os,Fe,Fe,1,0.95,0.7608597525334153,0.0,1.0
653,-1.5188581189317458,-1.1861788533542013,-1.0221331681098438,4,Ru,Ru,Ru,1,0.9464285714285712,0.7746102299888384,1.0,1.0
654,-1.4423834530905049,-1.2191457824235918,-1.0148782027880046,3,Ru,Fe,Fe,1,0.9535714285714283,0.684172319121686,0.0,1.0
655,-1.5154744279609813,-1.184428469363657,-1.1137307859756582,3,Ru,Ru,Ru,1,0.9607142857142855,0.6943838462727558,1.0,1.0
656,-1.3110733390967515,-1.2496385930071476,-0.9856465840077664,3,Ru,Fe,Fe,1,0.9285714285714284,0.684172319121686,0.0,1.0
657,-1.2516593121145108,-1.2270558610539561,-0.9802331441529306,3,Ru,Fe,Fe,1,0.907142857142857,0.6943838462727558,0.0,1.0
658,-1.1911105116017369,-1.2219826525824864,-1.1383055599280865,3,Fe,Fe,Fe,1,0.9678571428571429,0.6943838462727558,1.0,1.0
659,-1.4230759422418764,-1.1199937923373509,-0.9669493137057263,3,Ru,Fe,Fe,1,0.9214285714285713,0.684172319121686,0.0,1.0
660,-1.3793172190674476,-1.22796476292064,-1.2338815946250312,3,Ru,Fe,Fe,1,0.9642857142857141,0.684172319121686,0.0,1.0
661,-1.6741912011456748,-1.0389701828818563,-1.210491014525158,3,Os,Ru,Ru,0,0.9357142857142854,0.6943838462727558,0.0,1.0
662,-1.1331419110335155,-1.172773179120746,-1.0785196455751853,3,Ru,Fe,Fe,1,0.9678571428571429,0.6943838462727558,0.0,1.0
663,-1.5146387329475177,-1.1113734765348848,-1.1435708342404807,3,Os,Fe,Fe,1,0.9464285714285712,0.679066555546151,0.0,1.0
664,-1.1034656610531663,-1.0763641633636447,-1.0724635095616286,3,Fe,Fe,Fe,1,0.9178571428571428,0.6994896098482908,1.0,1.0
665,-1.423300233049184,-1.1645165756895977,-1.1813404898909041,4,Os,Fe,Fe,1,0.9607142857142855,0.7608597525334153,0.0,1.0
666,-1.5530827196022483,-1.0178336565739563,-0.9738731274890551,3,Ru,Ru,Ru,1,0.9214285714285713,0.6994896098482908,1.0,1.0
667,-1.510919492180473,-1.0978756017998565,-1.1898817875279433,3,Os,Fe,Fe,1,0.9285714285714284,0.679066555546151,0.0,1.0
668,-1.5813961444583742,-1.190434634078357,-1.2001034978443759,3,Ru,Ru,Ru,1,0.9642857142857141,0.6994896098482908,1.0,1.0
669,-1.8019655700517796,-1.2483856063777934,-1.1331277842875482,2,Os,Ru,Ru,0,0.9249999999999998,0.5855711622047578,0.0,0.6666666666666666
670,-1.6768850288747887,-1.036442851652618,-1.032805928433159,2,Ru,Ru,Ru,0,0.9464285714285712,0.5916079783099615,1.0,0.6666666666666666
671,-1.8148540449584503,-1.1272767334728448,-1.1076024731831529,2,Ru,Ru,Ru,0,0.9464285714285712,0.5916079783099615,1.0,0.6666666666666666
672,-1.2652002806962617,-1.1390129406469225,-1.054685001055615,3,Ru,Fe,Fe,1,0.9178571428571428,0.6943838462727558,0.0,1.0
673,-1.429446138639068,-1.2432633575987744,-1.127845723175424,3,Os,Fe,Fe,1,0.9428571428571427,0.679066555546151,0.0,1.0
674,-1.3263661466314964,-1.2234589597322734,-1.031221356310501,3,Ru,Fe,Fe,1,0.914285714285714,0.684172319121686,0.0,1.0
675,-1.4576415058143037,-1.1737306991830958,-1.1974413349921453,3,Ru,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
676,-1.1907892754868716,-1.100888258257807,-1.2585873361057658,3,Fe,Fe,Fe,1,0.9571428571428571,0.6994896098482908,1.0,1.0
677,-1.8004854211367927,-1.1397608542716822,-1.0185062596689813,2,Ru,Ru,Ru,0,0.8535714285714284,0.5916079783099615,1.0,0.6666666666666666
678,-0.9240407889963307,-1.1815140582839518,-1.219810578769932,4,Ru,Fe,Fe,1,0.95,0.7654432450185562,0.0,1.0
679,-1.5441095915779304,-1.215545561024273,-1.0346907720786054,4,Ru,Ru,Ru,1,0.9535714285714283,0.7746102299888384,1.0,0.6666666666666666
680,-1.2802018160455682,-1.176866921138426,-1.129000069677212,4,Ru,Fe,Fe,1,0.9607142857142855,0.7654432450185562,0.0,1.0
681,-1.3825723787445603,-1.0114727436335245,-1.0617289909880807,5,Os,Fe,Fe,1,0.982142857142857,0.822845699513558,0.0,1.0
682,-1.4141729472259572,-1.1292821804356876,-0.983512865127391,3,Ru,Fe,Fe,1,0.9678571428571429,0.684172319121686,0.0,1.0
683,-1.0901947323740124,-1.2176444365588912,-1.0783884201826888,3,Ru,Fe,Fe,1,0.9357142857142854,0.6943838462727558,0.0,1.0
684,-1.3016766124277968,-1.2009881696986027,-1.009050885458027,4,Ru,Fe,Fe,1,0.9749999999999999,0.7654432450185562,0.0,1.0
685,-1.6103771613375781,-1.275033839249496,-1.2476849344624121,3,Os,Ru,Ru,0,0.9642857142857141,0.6943838462727558,0.0,1.0
686,-1.255771618257784,-1.1499030192097703,-1.189021332969054,4,Os,Fe,Fe,1,0.9392857142857142,0.7608597525334153,0.0,1.0
687,-1.5933746694049382,-1.1870684075712483,-0.993824339086399,3,Ru,Ru,Ru,0,0.9678571428571429,0.6994896098482908,1.0,1.0
688,-1.1339866653127446,-1.0980582484795116,-1.0317823490420575,3,Fe,Fe,Fe,1,0.9678571428571429,0.6994896098482908,1.0,1.0
689,-1.5202896740968637,-1.255562505729078,-1.2420304884496665,4,Os,Ru,Ru,1,0.9107142857142855,0.7562762600482742,0.0,0.6666666666666666
690,-1.5823143838015534,-1.0129180060048353,-1.1880157595215526,4,Os,Ru,Ru,1,0.9357142857142854,0.7700267375036974,0.0,0.6666666666666666
691,-0.933622570185734,-1.249819399998451,-1.0845257604099898,3,Os,Fe,Fe,1,0.9535714285714283,0.679066555546151,0.0,1.0
692,-1.2246663804950781,-1.0869883769783957,-1.2090488568965725,3,Os,Fe,Fe,1,0.9249999999999998,0.684172319121686,0.0,1.0
693,-1.407803360670472,-1.1512511550390812,-1.2071496102969914,4,Ru,Fe,Fe,1,0.9428571428571427,0.7654432450185562,0.0,1.0
694,-1.0815800448406017,-1.035492744191901,-1.1973407255397888,3,Os,Fe,Fe,1,0.8964285714285712,0.684172319121686,0.0,1.0
695,-1.1908895640793462,-1.043103478685532,-1.1576558096283305,3,Fe,Fe,Fe,1,0.8892857142857141,0.6943838462727558,1.0,1.0
696,-1.2950545493260255,-1.2772819490396783,-0.9707549507316295,3,Ru,Fe,Fe,1,0.9678571428571429,0.6943838462727558,0.0,1.0
697,-1.1796825039835195,-1.2011330499373682,-1.028702171216942,4,Fe,Fe,Fe,1,0.9357142857142854,0.7791937224739796,1.0,1.0
698,-1.7922670217269485,-1.2778469246486388,-1.0974320373805175,2,Os,Ru,Ru,0,0.914285714285714,0.5855711622047578,0.0,0.6666666666666666
699,-1.193905328817687,-1.0980164921501436,-0.9952188157946595,3,Fe,Fe,Fe,1,0.9678571428571429,0.6994896098482908,1.0,1.0
700,-1.312030106958373,-1.0341447202090202,-1.1586639663393865,4,Os,Fe,Fe,1,0.9714285714285713,0.7608597525334153,0.0,1.0
701,-1.0191063430307339,-1.0188373806381152,-1.1726737056818093,3,Os,Fe,Fe,1,0.9678571428571429,0.684172319121686,0.0,1.0
702,-1.2665090176391416,-1.1421810814695241,-1.2098829493363241,4,Os,Fe,Fe,1,0.9249999999999998,0.7608597525334153,0.0,1.0
703,-1.3652043413976331,-1.1736942216072659,-1.0968864683439647,3,Ru,Fe,Fe,1,0.9571428571428571,0.684172319121686,0.0,1.0
704,-1.0708920955743935,-1.1710831055062436,-1.1507406938555682,3,Ru,Fe,Fe,1,0.9571428571428571,0.684172319121686,0.0,1.0
705,-1.282140785621794,-0.9898431286831277,-0.9677220910590071,3,Fe,Fe,Fe,1,0.9607142857142855,0.6994896098482908,1.0,1.0
706,-1.4713149514539576,-1.0548203943134644,-1.2362474806148283,3,Os,Fe,Fe,1,0.914285714285714,0.679066555546151,0.0,1.0
707,-1.6300728006604848,-1.175432494233531,-1.1708146561058226,2,Ru,Ru,Ru,0,0.9749999999999999,0.5916079783099615,1.0,0.6666666666666666
708,-1.427041984158685,-0.9883795647226148,-1.075546117650637,4,Os,Fe,Fe,1,0.9535714285714283,0.7608597525334153,0.0,1.0
709,-1.5737406455844447,-1.0995782384726138,-1.2294513384245904,3,Os,Ru,Ru,1,0.9285714285714284,0.6943838462727558,0.0,1.0
710,-2.1425407955852327,-1.1273438407089564,-1.0061660755955844,2,Ru,Ru,Ru,0,0.9749999999999999,0.5916079783099615,1.0,0.6666666666666666
711,-1.5885552453452092,-1.116108452430957,-1.1572629060075381,3,Os,Ru,Ru,1,0.9428571428571427,0.6611963830317786,0.0,0.6666666666666666
712,-1.295915450231222,-1.1420705180239878,-1.0164485394734504,3,Ru,Fe,Fe,1,0.9535714285714283,0.684172319121686,0.0,1.0
713,-1.5144638686383276,-1.0875629866857008,-1.0016220201117316,3,Ru,Fe,Fe,1,0.9357142857142854,0.684172319121686,0.0,1.0
714,-1.088046122437606,-1.203870575691582,-1.0561256898659956,3,Ru,Fe,Fe,1,0.8964285714285712,0.6943838462727558,0.0,1.0
715,-1.4825455166009176,-0.9985472813290215,-1.2442539776823365,3,Os,Fe,Fe,1,0.9678571428571429,0.679066555546151,0.0,1.0
716,-1.3993301356917134,-1.0649120047090364,-1.0485166328658746,3,Ru,Fe,Fe,1,0.95,0.684172319121686,0.0,1.0
717,-1.1322221215730324,-1.2612142019385768,-1.2188248148315968,3,Fe,Fe,Fe,1,0.9249999999999998,0.6943838462727558,1.0,1.0
718,-1.5039057120804704,-1.05087819288461,-1.1614482209056438,4,Os,Fe,Fe,1,0.9464285714285712,0.7608597525334153,0.0,1.0
719,-1.9280852527500107,-1.1443156375856502,-1.1911294115351094,3,Os,Ru,Ru,0,0.9249999999999998,0.6943838462727558,0.0,1.0
720,-1.6493502949699659,-1.0869675193359636,-1.1257713427778047,2,Os,Ru,Ru,0,0.9607142857142855,0.5855711622047578,0.0,0.6666666666666666
721,-1.1850237144716518,-1.0251643303209015,-1.1803867888798796,3,Os,Fe,Fe,1,0.9357142857142854,0.684172319121686,0.0,1.0
722,-1.9912511415006087,-1.184670301805208,-1.0388626589596457,3,Ru,Ru,Ru,0,0.9535714285714283,0.6994896098482908,1.0,1.0
723,-1.1846053168398196,-1.1175734912706408,-1.0453475376203705,3,Fe,Fe,Fe,1,0.9571428571428571,0.6994896098482908,1.0,1.0
724,-1.2948309521682715,-1.0958411243597597,-0.9959527514245062,3,Ru,Fe,Fe,1,0.9642857142857141,0.684172319121686,0.0,1.0
725,-1.195204104384341,-1.2750043476632515,-1.2062846118421204,3,Fe,Fe,Fe,1,0.9357142857142854,0.6943838462727558,1.0,1.0
726,-1.4368412193824123,-1.1977730544193668,-1.254833739472164,3,Ru,Fe,Fe,1,0.9357142857142854,0.684172319121686,0.0,1.0
727,-1.2686522015084447,-1.2353244985400318,-1.185969434223569,3,Os,Fe,Fe,1,0.95,0.679066555546151,0.0,1.0
728,-1.5017840627495416,-1.0818084378676887,-1.0531757581802272,3,Ru,Fe,Fe,1,0.9392857142857142,0.684172319121686,0.0,1.0
729,-1.0681281540310343,-1.2737758478551118,-1.213059995702584,4,Os,Fe,Fe,1,0.9535714285714283,0.7654432450185562,0.0,1.0
730,-1.4145651483233295,-1.2776633518305496,-1.2001539262431493,3,Os,Fe,Fe,1,0.9535714285714283,0.679066555546151,0.0,1.0
731,-1.3543038936604637,-1.2608060970650035,-1.1482140711508604,3,Os,Fe,Fe,1,0.95,0.679066555546151,0.0,1.0
732,-1.3909061444338005,-1.0487505371333736,-1.2314793221038725,3,Os,Fe,Fe,1,0.9535714285714283,0.679066555546151,0.0,1.0
733,-1.339581037140426,-1.1414535575243545,-1.2369551324413022,4,Ru,Fe,Fe,1,0.9214285714285713,0.7654432450185562,0.0,1.0
734,-1.59303700466752,-1.2200676025375283,-1.11244263442062,3,Ru,Ru,Ru,1,0.9428571428571427,0.6994896098482908,1.0,1.0
735,-1.2314526970170692,-1.0011513345597192,-1.153483809930947,3,Os,Fe,Fe,1,0.9464285714285712,0.684172319121686,0.0,1.0
736,-1.5657616522537507,-1.1284035065734537,-0.9913723511800525,3,Ru,Ru,Ru,1,0.9178571428571428,0.6994896098482908,1.0,1.0
737,-1.717561663597336,-1.2688440224797615,-1.2504476908063955,2,Os,Ru,Ru,0,0.8857142857142855,0.5855711622047578,0.0,0.6666666666666666
