draw,E_N_Fe,E_N_Ru,E_N_Os,n_feasible,atomic_winner,raw_cost_winner,economic_winner,Fe_feasible,rho_raw,rho_censored,top1,top3_actionable
928,-1.189307947141914,-1.278005219679458,-1.1010331443863293,3,Fe,Fe,Fe,1,0.9249999999999998,0.6943838462727558,1.0,1.0
929,-1.4185427836029878,-1.2825566828928507,-0.996253537881153,3,Ru,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
930,-1.5349480324587002,-1.0382477699755648,-1.183408421727511,3,Os,Ru,Ru,1,0.9392857142857142,0.6943838462727558,0.0,1.0
931,-1.5651608944439843,-1.0294219158733964,-0.9716298728159285,3,Ru,Ru,Ru,1,0.8964285714285712,0.6994896098482908,1.0,1.0
932,-1.7593368706797834,-1.255997304420332,-1.1273014071438994,2,Os,Ru,Ru,0,0.9392857142857142,0.5855711622047578,0.0,0.6666666666666666
933,-1.2835197751081517,-1.221804831762225,-1.1936308340405333,4,Os,Fe,Fe,1,0.9464285714285712,0.7608597525334153,0.0,1.0
934,-1.5142421300578248,-1.2539749150469204,-1.0790326105644217,4,Os,Fe,Fe,1,0.9178571428571428,0.7608597525334153,0.0,1.0
935,-1.9362383690935334,-1.205142548069404,-1.158462074912613,3,Os,Ru,Ru,0,0.9571428571428571,0.6943838462727558,0.0,1.0
936,-1.6572381485287517,-1.1795993226675416,-1.2461402093144336,4,Ru,Ru,Ru,0,0.9535714285714283,0.7791937224739796,1.0,1.0
937,-1.6051627646129165,-1.1375322077838355,-0.992556235384692,2,Ru,Ru,Ru,0,0.9285714285714284,0.5916079783099615,1.0,0.6666666666666666
938,-1.3934415194355536,-1.0502177167590125,-1.2344213375599202,3,Os,Fe,Fe,1,0.9249999999999998,0.679066555546151,0.0,1.0
939,-1.495992740756288,-1.090150813557349,-1.0970335246127259,3,Os,Fe,Fe,1,0.914285714285714,0.679066555546151,0.0,1.0
940,-1.455507046715487,-1.2600847809618454,-1.1560070759714194,3,Os,Fe,Fe,1,0.9178571428571428,0.679066555546151,0.0,1.0
941,-1.434306808858595,-1.0124833938534021,-1.1412258595753277,3,Os,Fe,Fe,1,0.9249999999999998,0.679066555546151,0.0,1.0
942,-1.485450709714517,-1.149738952457292,-1.0146786755705273,3,Ru,Fe,Fe,1,0.9357142857142854,0.684172319121686,0.0,1.0
943,-1.429949143481653,-1.2706987920610506,-1.0166777452662277,3,Ru,Fe,Fe,1,0.9285714285714284,0.684172319121686,0.0,1.0
944,-1.3419118970062769,-1.1611863840015044,-1.0988000755225291,3,Ru,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
945,-1.1578131083555676,-1.2484447450928686,-1.2066174046613405,4,Fe,Fe,Fe,1,0.9642857142857141,0.7746102299888384,1.0,1.0
946,-1.6958864181410926,-1.2599816371705914,-1.2567672840950486,2,Os,Ru,Ru,0,0.95,0.5855711622047578,0.0,0.6666666666666666
947,-1.6102311401346063,-1.1117942281494715,-1.229181395278976,2,Os,Ru,Ru,0,0.9392857142857142,0.5855711622047578,0.0,0.6666666666666666
948,-1.4858925986348754,-1.0529027225775192,-1.2441697906469522,4,Os,Fe,Fe,1,0.9714285714285713,0.7608597525334153,0.0,1.0
949,-0.9480148051357665,-1.2497499326536408,-1.0030141408822004,4,Ru,Fe,Fe,1,0.9428571428571427,0.7654432450185562,0.0,1.0
950,-1.6765944004218303,-1.225489868205003,-1.2181700780493532,2,Os,Ru,Ru,0,0.9428571428571427,0.5855711622047578,0.0,0.6666666666666666
951,-1.4053219474920253,-1.2685371514320036,-1.216450556841405,3,Os,Fe,Fe,1,0.9428571428571427,0.679066555546151,0.0,1.0
952,-1.2356298146139526,-1.1336405706625197,-1.2009987567388198,3,Os,Fe,Fe,1,0.9178571428571428,0.679066555546151,0.0,1.0
953,-1.5707807120630837,-1.0799785630067265,-1.0346223766026017,3,Ru,Ru,Ru,1,0.9285714285714284,0.6994896098482908,1.0,1.0
954,-1.252101681457093,-1.1453229878106603,-0.9630021053832787,3,Ru,Fe,Fe,1,0.9607142857142855,0.6943838462727558,0.0,1.0
955,-1.1476647465549423,-1.1459548811392666,-1.1417572481836034,3,Fe,Fe,Fe,1,0.9464285714285712,0.6994896098482908,1.0,1.0
956,-1.7230080879931502,-0.993145149439182,-1.0858782917133099,2,Os,Ru,Ru,0,0.9607142857142855,0.5855711622047578,0.0,0.6666666666666666
957,-1.2547764330177804,-1.0836842196810013,-1.144630774749063,3,Os,Fe,Fe,1,0.8999999999999999,0.679066555546151,0.0,1.0
958,-0.7594891097263891,-1.0953267246398486,-1.10759105937083,3,Os,Fe,Fe,1,0.9285714285714284,0.679066555546151,0.0,1.0
959,-1.276900916050301,-1.070347610295246,-1.059330668973196,3,Ru,Fe,Fe,1,0.9607142857142855,0.684172319121686,0.0,1.0
960,-1.5050786652083434,-1.0249353447219498,-0.9785178056435773,3,Ru,Fe,Fe,1,0.9714285714285713,0.684172319121686,0.0,1.0
961,-0.7237261437044872,-1.242784956008016,-1.1299792763645857,3,Os,Fe,Fe,1,0.932142857142857,0.679066555546151,0.0,1.0
962,-1.2670162729021852,-1.025469637361688,-1.1947540071730276,4,Os,Fe,Fe,1,0.9678571428571429,0.7654432450185562,0.0,1.0
963,-1.2514629395048327,-1.0215126757398785,-1.057973815317547,3,Fe,Fe,Fe,1,0.932142857142857,0.6943838462727558,1.0,1.0
964,-0.9537151403912587,-1.0729362466731835,-1.1175620244322328,4,Os,Fe,Fe,1,0.9392857142857142,0.7608597525334153,0.0,1.0
965,-1.7266541248546436,-1.104894500363235,-0.9810306484525123,2,Ru,Ru,Ru,0,0.9285714285714284,0.5916079783099615,1.0,0.6666666666666666
966,-1.6117633313567774,-1.200044455362412,-1.070908513494479,2,Ru,Ru,Ru,0,0.9571428571428571,0.5916079783099615,1.0,0.6666666666666666
967,-1.4614370876539224,-1.178371310184395,-1.2425889346942771,4,Ru,Fe,Fe,1,0.9428571428571427,0.7654432450185562,0.0,1.0
968,-1.6766066318139212,-1.0751076491400249,-1.0430988937944234,3,Ru,Ru,Ru,0,0.9785714285714284,0.6994896098482908,1.0,1.0
969,-1.364174728429738,-1.2710523791662691,-1.0021578574108851,3,Ru,Fe,Fe,1,0.9035714285714285,0.684172319121686,0.0,1.0
970,-1.4378649094242322,-1.1336837884836473,-1.171646646241648,3,Os,Fe,Fe,1,0.9642857142857141,0.679066555546151,0.0,1.0
971,-1.110958086197209,-1.276063930874862,-1.2295134581402074,3,Os,Fe,Fe,1,0.95,0.684172319121686,0.0,1.0
972,-1.2791498389628577,-0.9930963466040947,-1.0474820124500483,5,Os,Fe,Fe,1,0.9571428571428571,0.822845699513558,0.0,1.0
973,-1.4490303549005803,-0.9933390751527063,-1.1986697190392286,3,Os,Fe,Fe,1,0.9214285714285713,0.679066555546151,0.0,1.0
974,-1.476406354370935,-1.1963813367490252,-1.0783828426164195,3,Ru,Fe,Fe,1,0.8857142857142855,0.684172319121686,0.0,1.0
975,-1.5433691370132994,-1.0925292018058341,-1.1599571291808966,4,Os,Ru,Ru,1,0.95,0.7700267375036974,0.0,0.6666666666666666
976,-1.5898344570618783,-1.2187690104642195,-1.2289025977810688,3,Ru,Ru,Ru,1,0.8892857142857141,0.6994896098482908,1.0,1.0
977,-1.016249517784624,-1.1329982154435496,-1.1235633402361465,3,Ru,Fe,Fe,1,0.9607142857142855,0.684172319121686,0.0,1.0
978,-1.3706838482267178,-1.1725849385922809,-1.2268920789497675,4,Ru,Fe,Fe,1,0.9571428571428571,0.7654432450185562,0.0,1.0
979,-1.529000447232382,-1.0001150213530676,-1.2484164217744136,4,Os,Fe,Fe,1,0.9464285714285712,0.7471092750779922,0.0,0.6666666666666666
980,-1.0645031806986138,-1.012568651009212,-0.9871221571207689,4,Fe,Fe,Fe,1,0.9607142857142855,0.7516927675631331,1.0,1.0
981,-1.4110024190826742,-1.2052885330930792,-1.014778368990093,3,Ru,Fe,Fe,1,0.9785714285714284,0.684172319121686,0.0,1.0
982,-1.1491923331790574,-1.2800412814948552,-0.9982793873114344,3,Fe,Fe,Fe,1,0.9392857142857142,0.6994896098482908,1.0,1.0
983,-1.1500403995686066,-1.1825064534733507,-1.065706515696975,4,Ru,Fe,Fe,1,0.9607142857142855,0.7746102299888384,0.0,1.0
984,-1.2371653453730103,-1.0258879158423615,-1.1875648474157579,3,Os,Fe,Fe,1,0.9178571428571428,0.684172319121686,0.0,1.0
985,-1.617416270087437,-1.262225096669706,-1.147059096362419,2,Os,Ru,Ru,0,0.9785714285714284,0.5855711622047578,0.0,0.6666666666666666
986,-1.0686066114088437,-1.0975982382313099,-1.2020318057568535,3,Os,Fe,Fe,1,0.95,0.679066555546151,0.0,1.0
987,-1.6425232156059018,-1.0862148549979307,-1.2513198868106872,2,Ru,Ru,Ru,0,0.9357142857142854,0.5916079783099615,1.0,0.6666666666666666
988,-1.9408941093926444,-1.0276938343219542,-0.9954215635523982,3,Ru,Ru,Ru,0,0.9428571428571427,0.6994896098482908,1.0,1.0
989,-1.2924914696689613,-1.0370490422370664,-0.9631643159968983,3,Ru,Fe,Fe,1,0.9642857142857141,0.6943838462727558,0.0,1.0
990,-1.6532560384227184,-1.195833619448512,-1.1718031692979742,2,Os,Ru,Ru,0,0.9714285714285713,0.5855711622047578,0.0,0.6666666666666666
991,-1.4359175134469104,-1.201729512592747,-1.1437788413727417,3,Ru,Fe,Fe,1,0.9535714285714283,0.684172319121686,0.0,1.0
992,-1.4630675001738618,-1.1262997628606681,-1.2510833473558893,3,Ru,Fe,Fe,1,0.9464285714285712,0.684172319121686,0.0,1.0
993,-1.0611128522269992,-1.2742812527717822,-1.2142104224963501,5,Os,Fe,Fe,1,0.9749999999999999,0.822845699513558,0.0,1.0
994,-1.3793940488868452,-1.149041596206489,-1.0991768896168028,4,Ru,Fe,Fe,1,0.9571428571428571,0.73794229010771,0.0,1.0
995,-1.5421260645813735,-1.1867109020854536,-1.238373468937277,4,Ru,Ru,Ru,1,0.9607142857142855,0.7746102299888384,1.0,0.6666666666666666
996,-1.6513554334461382,-1.2387836748725367,-1.0788985683701398,2,Ru,Ru,Ru,0,0.9714285714285713,0.5916079783099615,1.0,0.6666666666666666
997,-1.6375593272044666,-1.2182118192215117,-0.9817566161411242,2,Ru,Ru,Ru,0,0.9571428571428571,0.5916079783099615,1.0,0.6666666666666666
998,-1.3656868446753094,-1.0348968741869515,-1.1730895930503007,4,Os,Fe,Fe,1,0.9607142857142855,0.7608597525334153,0.0,1.0
999,-1.543382365393177,-1.0650258486661819,-1.0371249263178957,4,Ru,Ru,Ru,1,0.9749999999999999,0.7746102299888384,1.0,0.6666666666666666
